Date,Code,Name,MarketCap,Price,Sales (2024),OpIncome (2024),NetIncome (2024),Sales (2025),OpIncome (2025),NetIncome (2025),FY-PER,FY-PBR,FY-ROE,FY-SalesGrowth,FY-OpGrowth,FY-NetGrowth,DivYield,DivPayout
2025-4-22,376300,디어유,9827,42850,749.0,254.0,254.0,926.0,409.0,,27.4,4.52,17.63,23.63,61.02,52.05,0.5,20.93
2025-4-22,160190,하이젠알앤엠,9776,32900,759.0,-4.0,-4.0,909.0,45.0,,378.16,16.14,4.63,19.76,-1225.0,-372.73,,
2025-4-22,112040,위메이드,9726,28550,7119.0,71.0,71.0,7393.0,877.0,,11.89,2.11,18.54,3.85,1135.21,-53.8,,
2025-4-22,137400,피엔티,9509,39950,10351.0,1632.0,1632.0,13043.0,1749.0,,7.24,1.43,21.34,26.01,7.17,-0.35,0.25,1.81
2025-4-22,067160,SOOP,9264,81100,4132.0,1135.0,1135.0,4764.0,1279.0,,8.78,1.81,25.19,15.3,12.69,4.88,1.85,17.04
2025-4-22,098460,고영,9055,13340,2025.0,33.0,33.0,2491.0,332.0,,20.43,2.6,14.01,23.01,906.06,113.33,1.05,45.75
2025-4-22,281740,레이크머티리얼즈,8906,13490,1387.0,222.0,222.0,1706.0,336.0,,32.04,5.71,19.37,23.0,51.35,34.29,0.37,15.77
2025-4-22,225570,넥슨게임즈,8370,12750,2561.0,387.0,387.0,2154.0,-20.0,,-510.0,2.5,-0.54,-15.89,-105.17,-105.41,,
2025-4-22,084370,유진테크,7642,32950,3381.0,612.0,612.0,4581.0,877.0,,10.03,1.58,17.26,35.49,43.3,18.35,0.7,8.33
2025-4-22,031980,피에스케이홀딩스,7471,34350,2155.0,885.0,885.0,2342.0,950.0,,7.05,1.49,22.68,8.68,7.34,9.71,2.04,15.75
2025-4-22,067310,하나마이크론,7462,11060,12507.0,1068.0,1068.0,15328.0,1467.0,,19.82,1.61,9.71,22.56,37.36,-602.68,0.63,-18.52
2025-4-22,056190,에스에프에이,7451,20650,20454.0,-484.0,-484.0,19905.0,1891.0,,7.8,0.62,9.82,-2.68,-490.7,-492.52,1.31,-13.35
2025-4-22,014620,성광벤드,7428,26950,2277.0,420.0,420.0,2760.0,599.0,,13.61,1.26,10.11,21.21,42.62,29.27,0.74,13.91
2025-4-22,336570,원텍,7290,8240,1153.0,348.0,348.0,1397.0,473.0,,19.34,4.57,26.47,21.16,35.92,30.58,0.61,15.29
2025-4-22,033500,동성화인텍,7257,25450,5974.0,540.0,540.0,6982.0,701.0,,13.9,3.0,24.46,16.87,29.81,37.15,1.38,26.68
2025-4-22,213420,덕산네오룩스,7089,28650,2123.0,525.0,525.0,2955.0,717.0,,11.19,1.5,14.75,39.19,36.57,38.86,,
2025-4-22,086450,동국제약,6871,15320,8122.0,804.0,804.0,8905.0,911.0,,9.36,1.04,11.68,9.64,13.31,21.99,1.31,14.78
2025-4-22,251970,펌텍코리아,6782,54600,3375.0,484.0,484.0,3822.0,561.0,,17.07,2.24,13.99,13.24,15.91,19.32,0.77,15.93
2025-4-22,083650,비에이치아이,6683,21800,4047.0,219.0,219.0,6201.0,383.0,,27.81,5.04,19.39,53.22,74.89,23.47,,
2025-4-22,121600,나노신소재,6476,53300,878.0,30.0,30.0,1099.0,49.0,,650.0,2.38,0.39,25.17,63.33,-152.63,0.47,-165.56
2025-4-22,183300,코미코,6475,61200,5071.0,1125.0,1125.0,5747.0,1238.0,,10.5,1.93,20.77,13.33,10.04,9.34,1.63,18.73
2025-4-22,058970,엠로,6398,52700,795.0,86.0,86.0,940.0,88.0,,90.09,6.79,7.82,18.24,2.33,-61.29,,
2025-4-22,003380,하림지주,6395,5740,122730.0,7655.0,7655.0,125200.0,7740.0,,15.31,0.21,1.36,2.01,1.11,-3.32,2.09,51.06
2025-4-22,348210,넥스틴,5992,55600,1137.0,470.0,470.0,1351.0,546.0,,13.07,2.84,25.26,18.82,16.17,16.93,0.9,13.48
2025-4-22,340570,티앤엘,5762,69400,1749.0,570.0,570.0,2223.0,762.0,,8.6,2.42,32.6,27.1,33.68,41.38,1.08,13.13
2025-4-22,082920,비츠로셀,5580,23550,2108.0,519.0,519.0,2373.0,628.0,,10.22,1.67,17.58,12.57,21.0,2.73,1.95,20.53
2025-4-22,023160,태광,5419,20850,2668.0,399.0,399.0,3035.0,543.0,,10.64,0.88,8.79,13.76,36.09,16.27,1.2,14.75
2025-4-22,222800,심텍,5364,16700,12314.0,-470.0,-470.0,12977.0,55.0,,-407.32,1.21,-0.29,5.38,-111.7,-96.13,0.6,-10.49
2025-4-22,166090,하나머티리얼즈,5359,26850,2516.0,434.0,434.0,2603.0,489.0,,15.27,1.28,9.11,3.46,12.67,9.43,0.93,15.57
2025-4-22,319660,피에스케이,5306,18090,3981.0,839.0,839.0,4276.0,911.0,,6.48,0.97,16.02,7.41,8.58,2.28,2.21,14.64
2025-4-22,030520,한글과컴퓨터,5283,21950,3048.0,404.0,404.0,3467.0,561.0,,12.15,1.37,11.91,13.75,38.86,222.14,1.87,71.43
2025-4-22,053030,바이넥스,5108,15830,1301.0,-308.0,-308.0,1905.0,150.0,,38.42,2.99,7.82,46.43,-148.7,-138.07,,
2025-4-22,241710,코스메카코리아,5067,47250,5243.0,604.0,604.0,5898.0,731.0,,10.17,1.95,20.8,12.49,21.03,5.96,0.21,2.5
2025-4-22,215200,메가스터디교육,5056,46850,9422.0,1236.0,1236.0,9271.0,1197.0,,5.99,0.83,16.67,-1.6,-3.16,76.89,3.2,37.58
2025-4-22,095660,네오위즈,5048,23000,3668.0,329.0,329.0,3855.0,377.0,,14.47,0.87,6.87,5.1,14.59,-557.14,,
2025-4-22,131290,티에스이,5005,43800,3481.0,399.0,399.0,3733.0,521.0,,9.93,1.27,13.6,7.24,30.58,10.67,0.91,10.42
2025-4-22,078340,컴투스,4891,38350,6939.0,61.0,61.0,7945.0,448.0,,14.5,0.44,3.46,14.5,634.43,-118.75,3.39,-15.36
2025-4-22,099320,쎄트렉아이,4785,44300,1713.0,-31.0,-31.0,2044.0,105.0,,35.84,2.13,5.83,19.32,-438.71,87.1,0.43,26.32
2025-4-22,036540,SFA반도체,4769,2885,4005.0,-0.0,-0.0,4231.0,91.0,,47.3,0.99,2.06,5.64,-inf,-46.34,,
2025-4-22,108490,로보티즈,4730,35775,300.0,-30.0,-30.0,430.0,2.0,,-3252.27,4.91,-0.16,43.33,-106.67,-76.67,,
2025-4-22,099430,바이오플러스,4666,7730,664.0,237.0,237.0,1086.0,450.0,,13.83,2.71,22.94,63.55,89.87,124.57,0.65,21.46
2025-4-22,131970,두산테스나,4638,23650,3731.0,379.0,379.0,3513.0,305.0,,19.45,0.99,5.22,-5.84,-19.53,-36.14,0.68,8.41
2025-4-22,194480,데브시스터즈,4594,38800,2362.0,272.0,272.0,2417.0,300.0,,15.77,1.98,17.06,2.33,10.29,5.3,,
2025-4-22,272290,이녹스첨단소재,4500,22350,4228.0,868.0,868.0,4356.0,1013.0,,5.44,0.78,16.52,3.03,16.71,17.97,1.57,10.01
2025-4-22,074600,원익QnC,4442,16760,8915.0,906.0,906.0,9398.0,1043.0,,8.5,0.88,10.75,5.42,15.12,2.93,0.6,5.17
2025-4-22,069080,웹젠,4425,12760,2147.0,546.0,546.0,1979.0,446.0,,9.33,0.56,6.88,-7.82,-18.32,-16.9,2.35,18.42
2025-4-22,099190,아이센스,4356,15870,2911.0,27.0,27.0,3139.0,42.0,,-440.83,1.53,-0.33,7.83,55.56,-50.0,0.63,-153.85
2025-4-22,025900,동화기업,4186,8220,9180.0,167.0,167.0,9470.0,390.0,,20.76,0.45,2.24,3.16,133.53,-254.32,,
2025-4-22,189300,인텔리안테크,4143,38350,2578.0,-194.0,-194.0,3553.0,192.0,,20.93,1.39,7.16,37.82,-198.97,-786.67,0.26,-35.59
2025-4-22,095610,테스,4121,20650,2401.0,385.0,385.0,3052.0,555.0,,8.44,0.99,14.13,27.11,44.16,13.35,2.91,27.8
2025-4-22,215000,골프존,4079,64400,6200.0,958.0,958.0,6135.0,1048.0,,6.11,0.82,14.64,-1.05,9.39,51.19,6.21,50.4
2025-4-22,079370,제우스,4069,12840,4908.0,492.0,492.0,5525.0,569.0,,7.94,0.99,13.68,12.57,15.65,17.4,0.78,7.41
2025-4-22,050890,쏠리드,3995,6490,3311.0,351.0,351.0,3545.0,396.0,,11.27,1.12,10.44,7.07,12.82,-23.38,0.77,6.63
2025-4-22,093320,케이아이엔엑스,3977,78400,1389.0,237.0,237.0,1626.0,233.0,,23.19,1.87,8.42,17.06,-1.69,2.19,0.77,16.2
2025-4-22,218410,RFHIC,3922,14710,1149.0,15.0,15.0,1606.0,220.0,,19.48,1.12,6.29,39.77,1366.67,5.08,0.68,10.32
2025-4-22,091700,파트론,3910,6910,14864.0,617.0,617.0,14034.0,505.0,,9.72,0.67,7.81,-5.58,-18.15,-22.36,4.34,33.04
2025-4-22,445090,에이직랜드,3908,33000,941.0,-170.0,-170.0,1260.0,45.0,,138.08,3.82,2.92,33.9,-126.47,-118.57,,
2025-4-22,204620,글로벌텍스프리,3907,5360,1297.0,218.0,218.0,1630.0,303.0,,22.81,3.28,14.95,25.67,38.99,153.97,,
2025-4-22,046890,서울반도체,3801,6510,10905.0,8.0,8.0,11039.0,118.0,,50.47,0.53,1.1,1.23,1375.0,-484.21,,
2025-4-22,006730,서부T&D,3771,5770,1875.0,480.0,480.0,1984.0,513.0,,4.56,0.44,8.99,5.81,6.88,114.53,1.73,19.46
2025-4-22,179900,유티아이,3725,20400,186.0,-322.0,-322.0,210.0,-265.0,,-16.78,6.27,-34.86,12.9,-17.7,0.44,,
2025-4-22,200130,콜마비앤에이치,3659,12430,6156.0,246.0,246.0,6504.0,327.0,,15.27,0.86,5.91,5.65,32.93,29.65,2.48,50.16
2025-4-22,094360,칩스앤미디어,3649,17040,271.0,53.0,53.0,309.0,79.0,,35.87,3.95,13.0,14.02,49.06,1.0,0.59,20.79
2025-4-22,171090,선익시스템,3638,37650,1129.0,79.0,79.0,3480.0,555.0,,8.05,3.73,64.82,208.24,602.53,-258.72,,
2025-4-22,114840,아이패밀리에스씨,3637,21250,2049.0,336.0,336.0,2420.0,422.0,,10.62,2.91,31.78,18.11,25.6,22.61,0.56,7.18
2025-4-22,450950,아스테라시스,3548,9850,288.0,67.0,67.0,488.0,182.0,,22.29,12.44,66.2,69.44,171.64,192.59,0.32,19.63
2025-4-22,089010,켐트로닉스,3473,22350,5752.0,373.0,373.0,6644.0,424.0,,15.95,1.7,11.08,15.51,13.67,20.09,0.89,16.27
2025-4-22,237880,클리오,3429,18530,3514.0,246.0,246.0,3843.0,343.0,,10.55,1.21,12.71,9.36,39.43,14.71,2.16,25.94
2025-4-22,278280,천보,3390,34050,1449.0,-228.0,-228.0,1698.0,20.0,,170.25,0.92,0.55,17.18,-108.77,-106.19,,
2025-4-22,352480,씨앤씨인터내셔널,3264,32150,2829.0,290.0,290.0,3085.0,334.0,,9.03,1.34,15.99,9.05,15.17,10.19,3.11,30.86
2025-4-22,032500,케이엠더블유,3193,8030,874.0,-455.0,-455.0,1255.0,-76.0,,-61.3,2.31,-3.69,43.59,-83.3,-86.53,,
2025-4-22,039440,에스티아이,3142,19520,3340.0,273.0,273.0,5042.0,595.0,,5.68,0.96,19.21,50.96,117.95,100.37,1.02,11.67
2025-4-22,041830,인바디,3114,23400,2045.0,367.0,367.0,2307.0,410.0,,8.67,0.96,12.52,12.81,11.72,11.62,1.71,16.52
2025-4-22,419530,SAMG엔터,3109,36400,1164.0,-61.0,-61.0,1406.0,176.0,,19.88,7.58,45.0,20.79,-388.52,-182.99,,
2025-4-22,060250,NHN KCP,3108,7790,11053.0,438.0,438.0,12229.0,481.0,,7.12,0.93,15.76,10.64,9.82,-2.65,1.28,8.88
2025-4-22,043150,바텍,3089,20650,3852.0,540.0,540.0,4093.0,597.0,,5.52,0.61,11.58,6.26,10.56,1.99,0.48,2.69
2025-4-22,394280,오픈엣지테크놀로지,2972,13710,153.0,-246.0,-246.0,366.0,-65.0,,-58.59,5.96,-9.85,139.22,-73.58,-78.75,,
2025-4-22,267980,매일유업,2847,36550,18114.0,703.0,703.0,18508.0,797.0,,4.85,0.42,9.76,2.18,13.37,30.55,3.42,21.57
2025-4-22,049070,인탑스,2758,16020,6147.0,38.0,38.0,5564.0,59.0,,14.43,0.39,2.87,-9.48,55.26,-11.97,1.25,15.99
2025-4-22,051500,CJ프레시웨이,2754,23750,32248.0,940.0,940.0,34737.0,1087.0,,4.52,0.72,15.41,7.72,15.64,145.62,1.89,20.6
2025-4-22,039840,디오,2737,18120,1197.0,-407.0,-407.0,1611.0,258.0,,13.03,1.07,9.58,34.59,-163.39,-150.12,,
2025-4-22,473980,노머스,2733,24900,689.0,82.0,82.0,1097.0,282.0,,11.18,3.71,30.41,59.22,243.9,152.53,,
2025-4-22,054950,제이브이엠,2659,21850,1594.0,307.0,307.0,1750.0,350.0,,8.5,1.04,14.39,9.79,14.01,7.99,2.29,20.96
2025-4-22,338220,뷰노,2658,19380,259.0,-125.0,-125.0,405.0,5.0,,184.57,9.34,4.91,56.37,-104.0,-116.15,,
2025-4-22,230360,에코마케팅,2611,8290,3572.0,470.0,470.0,3847.0,532.0,,7.49,1.02,13.98,7.7,13.19,13.54,6.03,52.91
2025-4-22,089970,브이엠,2602,10530,703.0,-86.0,-86.0,1014.0,148.0,,16.08,1.7,12.89,44.24,-272.09,-580.0,,
2025-4-22,110990,디아이티,2589,13340,1167.0,241.0,241.0,1415.0,376.0,,6.53,1.0,16.73,21.25,56.02,33.56,2.85,24.82
2025-4-22,047560,이스트소프트,2562,21350,1025.0,-135.0,-135.0,1238.0,20.0,,309.42,3.59,1.26,20.78,-114.81,-100.68,,
2025-4-22,265520,AP시스템,2553,16680,5167.0,472.0,472.0,5563.0,617.0,,4.24,0.59,15.77,7.66,30.72,16.02,3.18,15.64
2025-4-22,148150,세경하이테크,2546,7010,3203.0,315.0,315.0,3361.0,332.0,,9.67,1.32,14.21,4.93,5.4,-12.83,1.43,12.0
2025-4-22,357550,석경에이티,2536,46200,138.0,20.0,20.0,177.0,40.0,,66.28,5.81,9.24,28.26,100.0,-11.63,,
2025-4-22,051360,토비스,2471,15440,6238.0,584.0,584.0,7438.0,729.0,,4.44,0.82,20.9,19.24,24.83,-4.08,1.94,8.42
2025-4-22,393890,더블유씨피,2470,7320,3221.0,-709.0,-709.0,2343.0,-767.0,,-3.47,0.28,-7.7,-27.26,8.18,-1.25,,
2025-4-22,104830,원익머트리얼즈,2401,18910,3107.0,519.0,519.0,3384.0,600.0,,5.61,0.46,8.51,8.92,15.61,33.65,1.85,13.87
2025-4-22,053610,프로텍,2398,21550,1703.0,134.0,134.0,1764.0,258.0,,10.09,0.68,7.6,3.58,92.54,85.04,1.86,20.29
2025-4-22,114810,한솔아이원스,2396,7950,1571.0,231.0,231.0,1920.0,360.0,,7.46,1.04,15.69,22.22,55.84,-0.32,,
2025-4-22,475960,토모큐브,2389,18340,59.0,-88.0,-88.0,98.0,-61.0,,-46.91,6.59,-13.03,66.1,-30.68,-38.55,,
2025-4-22,035600,KG이니시스,2377,8660,13543.0,610.0,610.0,13206.0,980.0,,3.88,0.43,12.18,-2.49,60.66,64.65,5.77,33.83
2025-4-22,126700,하이비젼시스템,2345,15690,3120.0,310.0,310.0,3415.0,411.0,,6.7,0.71,12.63,9.46,32.58,-10.89,2.55,15.17
2025-4-22,084850,아이티엠반도체,2345,10190,6479.0,24.0,24.0,6942.0,209.0,,42.46,0.97,2.95,7.15,770.83,350.0,,
2025-4-22,100120,뷰웍스,2305,24250,2229.0,223.0,223.0,2473.0,299.0,,8.76,0.85,11.11,10.95,34.08,27.49,2.47,28.18
2025-4-22,089980,상아프론테크,2272,14360,1718.0,59.0,59.0,1901.0,67.0,,76.38,1.16,1.52,10.65,13.56,-51.61,1.39,51.95
2025-4-22,240550,동방메디컬,2264,11070,1051.0,150.0,150.0,1342.0,264.0,,11.94,2.31,21.06,27.69,76.0,551.61,,
2025-4-22,263720,디앤씨미디어,2263,17470,835.0,103.0,103.0,814.0,87.0,,22.11,2.15,10.55,-2.51,-15.53,-12.04,,
2025-4-22,294570,쿠콘,2215,22750,730.0,166.0,166.0,809.0,203.0,,13.18,1.45,11.53,10.82,22.29,12.03,0.66,9.75
2025-4-22,256940,킵스파마,2174,11630,1276.0,62.0,62.0,2285.0,190.0,,13.45,3.13,27.27,79.08,206.45,931.25,,
2025-4-22,060720,KH바텍,2168,9260,3110.0,219.0,219.0,3770.0,305.0,,7.77,0.72,10.32,21.22,39.27,32.86,3.56,36.67
2025-4-22,255220,SG,2145,2210,1189.0,-61.0,-61.0,1308.0,161.0,,23.76,1.76,9.22,10.01,-363.93,-125.41,,
2025-4-22,236200,슈프리마,2136,29700,1082.0,233.0,233.0,1202.0,271.0,,7.36,0.78,11.56,11.09,16.31,-10.77,,
2025-4-22,080160,모두투어,2090,10910,2516.0,47.0,47.0,2721.0,201.0,,10.69,1.73,24.42,8.15,327.66,101.85,2.29,43.48
2025-4-22,068930,디지털대성,2042,7390,2177.0,237.0,237.0,2617.0,350.0,,8.52,1.14,15.75,20.21,47.68,55.28,6.77,91.24
2025-4-22,054450,텔레칩스,2036,13280,1866.0,49.0,49.0,2065.0,118.0,,19.16,0.92,5.06,10.66,140.82,-143.26,0.45,-2.36
2025-4-22,083930,아바코,1999,13390,3055.0,211.0,211.0,3611.0,334.0,,6.68,0.84,13.77,18.2,58.29,17.8,3.73,28.47
2025-4-22,036890,진성티이씨,1951,8730,3905.0,244.0,244.0,4242.0,299.0,,9.35,0.71,8.01,8.63,22.54,0.0,2.29,21.46
2025-4-22,051370,인터플렉스,1931,8250,4975.0,344.0,344.0,4864.0,323.0,,6.74,0.63,9.69,-2.23,-6.1,-48.09,,
2025-4-22,441270,파인엠텍,1886,5110,3822.0,-79.0,-79.0,4281.0,226.0,,10.18,1.14,12.15,12.01,-386.08,-220.25,,
2025-4-22,122990,와이솔,1878,6760,3750.0,5.0,5.0,3820.0,120.0,,9.77,0.52,5.3,1.87,2300.0,71.82,7.4,127.23
2025-4-22,462350,이노스페이스,1870,19980,0.0,-329.0,-329.0,409.0,-221.0,,-7.53,12.41,-90.46,inf,-32.83,-16.22,,
2025-4-22,036800,나이스정보통신,1849,18570,9751.0,399.0,399.0,10211.0,434.0,,4.96,0.46,10.21,4.72,8.77,1.33,4.36,21.15
2025-4-22,356860,티엘비,1840,18280,1800.0,34.0,34.0,2084.0,162.0,,13.25,1.44,11.54,15.78,376.47,275.0,1.09,54.35
2025-4-22,322310,오로스테크놀로지,1834,19330,614.0,61.0,61.0,664.0,132.0,,15.82,2.34,16.06,8.14,116.39,94.92,,
2025-4-22,194700,노바렉스,1824,9720,2977.0,232.0,232.0,3244.0,269.0,,7.29,0.76,10.86,8.97,15.95,7.56,2.06,16.3
2025-4-22,337930,브랜드엑스코퍼레이션,1814,6150,2716.0,249.0,249.0,2909.0,349.0,,6.39,1.24,22.04,7.11,40.16,34.93,2.93,25.5
2025-4-22,036200,유니셈,1784,5780,2182.0,100.0,100.0,2520.0,230.0,,7.38,0.7,10.04,15.49,130.0,54.84,1.38,15.78
2025-4-22,122450,KX,1770,3845,4038.0,597.0,597.0,4448.0,726.0,,5.28,0.51,10.98,10.15,21.61,-59.69,4.94,10.43
2025-4-22,353810,이지바이오,1769,5440,3843.0,324.0,324.0,4545.0,413.0,,5.56,1.75,35.69,18.27,27.47,66.83,3.68,34.9
2025-4-22,063570,한국전자금융,1731,5100,3387.0,187.0,187.0,3708.0,314.0,,14.74,0.78,6.42,9.48,67.91,391.67,2.45,173.61
2025-4-22,123330,제닉,1725,21550,499.0,60.0,60.0,1213.0,305.0,,7.15,3.7,73.45,143.09,408.33,246.05,,
2025-4-22,089600,나스미디어,1684,14520,1426.0,199.0,199.0,1340.0,241.0,,7.93,0.8,10.33,-6.03,21.11,-576.09,4.82,-125.45
2025-4-22,475580,에이럭스,1664,12100,550.0,30.0,30.0,730.0,77.0,,24.35,4.1,13.95,32.73,156.67,164.29,,
2025-4-22,243840,신흥에스이씨,1656,4265,4328.0,132.0,132.0,5026.0,216.0,,32.31,0.57,1.73,16.13,63.64,-72.73,1.55,13.72
2025-4-22,108380,대양전기공업,1641,17560,1963.0,157.0,157.0,2268.0,211.0,,7.65,0.62,8.59,15.54,34.39,12.24,0.57,4.88
2025-4-22,046440,KG모빌리언스,1611,4200,2661.0,74.0,74.0,3177.0,432.0,,4.77,0.41,9.48,19.39,483.78,287.8,5.24,88.0
2025-4-22,214180,헥토이노베이션,1601,12130,3195.0,489.0,489.0,3576.0,584.0,,5.67,0.74,13.99,11.92,19.43,1.72,4.04,23.28
2025-4-22,310200,애니플러스,1584,3525,1310.0,251.0,251.0,1412.0,240.0,,11.23,1.35,12.47,7.79,-4.38,-1.67,,
2025-4-22,299030,하나기술,1557,19400,942.0,-264.0,-264.0,1386.0,103.0,,15.51,1.62,10.31,47.13,-139.02,-164.52,,
2025-4-22,126340,비나텍,1554,24200,596.0,-81.0,-81.0,718.0,19.0,,-384.13,1.65,-0.48,20.47,-123.46,-95.88,0.0,-0.0
2025-4-22,205100,엑셈,1554,2135,612.0,88.0,88.0,683.0,112.0,,15.93,1.22,7.95,11.6,27.27,-2.78,,
2025-4-22,053080,케이엔솔,1507,11570,5792.0,264.0,264.0,6817.0,421.0,,4.66,0.71,16.29,17.7,59.47,140.3,2.59,28.71
2025-4-22,451760,컨텍,1497,9870,690.0,-122.0,-122.0,983.0,20.0,,57.05,1.54,2.79,42.46,-116.39,-113.61,,
2025-4-22,263860,지니언스,1479,16560,496.0,98.0,98.0,584.0,117.0,,12.42,2.05,19.16,17.74,19.39,11.01,1.51,21.46
2025-4-22,226400,오스테오닉,1475,7280,342.0,69.0,69.0,446.0,103.0,,20.06,2.26,12.15,30.41,49.28,31.58,,
2025-4-22,297090,씨에스베어링,1450,5330,1054.0,21.0,21.0,1160.0,110.0,,18.19,1.5,8.38,10.06,423.81,220.0,,
2025-4-22,393210,토마토시스템,1428,9030,216.0,-34.0,-34.0,290.0,13.0,,94.06,5.11,5.62,34.26,-138.24,-183.33,,
2025-4-22,290550,디케이티,1428,7130,4034.0,231.0,231.0,5034.0,307.0,,4.99,0.74,15.24,24.79,32.9,6.32,,
2025-4-22,282880,코윈테크,1422,12630,2444.0,36.0,36.0,2879.0,194.0,,8.23,0.74,9.56,17.8,438.89,67.27,1.54,13.74
2025-4-22,234690,녹십자웰빙,1402,7880,1338.0,130.0,130.0,1752.0,209.0,,9.78,1.19,12.85,30.94,60.77,101.41,1.52,30.15
2025-4-22,234340,헥토파이낸셜,1330,14070,1593.0,133.0,133.0,1801.0,166.0,,8.98,0.78,10.27,13.06,24.81,61.11,2.49,34.08
2025-4-22,339950,아이비김영,1285,2980,1071.0,165.0,165.0,1152.0,188.0,,9.37,1.88,23.29,7.56,13.94,17.21,1.01,10.64
2025-4-22,048910,대원미디어,1279,10060,2564.0,16.0,16.0,3355.0,164.0,,10.29,1.12,11.94,30.85,925.0,-862.5,,
2025-4-22,382900,범한퓨얼셀,1271,14710,362.0,24.0,24.0,588.0,42.0,,-91.94,0.77,-0.86,62.43,75.0,-266.67,,
2025-4-22,064290,인텍플러스,1258,9600,839.0,-156.0,-156.0,1146.0,41.0,,27.43,2.43,9.7,36.59,-126.28,-137.82,,
2025-4-22,361390,제노코,1226,16530,568.0,-22.0,-22.0,794.0,28.0,,61.91,3.35,5.61,39.79,-227.27,-180.65,,
2025-4-22,043610,KT지니뮤직,1200,2075,3016.0,122.0,122.0,3332.0,180.0,,11.72,0.69,6.04,10.48,47.54,-200.0,,
2025-4-22,052710,아모텍,1166,8170,2294.0,-239.0,-239.0,2730.0,80.0,,14.94,0.75,5.18,19.01,-133.47,-140.4,,
2025-4-22,228670,레이,1146,7500,798.0,-443.0,-443.0,1223.0,93.0,,31.65,1.52,4.92,53.26,-120.99,-106.32,,
2025-4-22,067000,조이시티,1098,1554,1429.0,116.0,116.0,1498.0,115.0,,19.42,1.04,5.6,4.83,-0.86,-193.65,,
2025-4-22,042510,라온시큐어,1077,1923,625.0,20.0,20.0,727.0,99.0,,12.25,1.7,16.16,16.32,395.0,141.46,,
2025-4-22,146320,비씨엔씨,1068,8240,774.0,-21.0,-21.0,945.0,75.0,,21.07,1.35,6.63,22.09,-457.14,-317.39,,
2025-4-22,228850,레이언스,1068,6420,1256.0,66.0,66.0,1292.0,93.0,,10.97,0.41,3.95,2.87,40.91,28.57,1.56,21.19
2025-4-22,413640,비아이매트릭스,1059,14460,309.0,20.0,20.0,446.0,72.0,,14.08,2.79,21.75,44.34,260.0,100.0,,
2025-4-22,088340,유라클,1058,27650,476.0,20.0,20.0,533.0,51.0,,27.21,3.4,14.58,11.97,155.0,100.0,0.36,19.08
2025-4-22,084730,팅크웨어,1048,9500,4891.0,260.0,260.0,5744.0,470.0,,5.22,0.51,10.53,17.44,80.77,81.58,,
2025-4-22,110790,크리스에프앤씨,1006,4330,3313.0,121.0,121.0,3284.0,242.0,,9.58,0.32,3.26,-0.88,100.0,-142.23,4.62,-18.64
2025-4-22,040420,정상제이엘에스,901,5790,1058.0,101.0,101.0,1071.0,108.0,,10.95,0.98,9.83,1.23,6.93,9.21,9.15,109.28
2025-4-22,260930,씨티케이,828,4560,836.0,1.0,1.0,1060.0,83.0,,8.91,0.5,6.07,26.79,8200.0,-354.05,2.19,-59.17
2025-4-22,475460,미트박스,798,14970,1103.0,31.0,31.0,1459.0,54.0,,18.04,3.97,24.28,32.28,74.19,318.18,,
2025-4-22,053450,세코닉스,781,5290,4627.0,144.0,144.0,4571.0,152.0,,6.02,0.52,9.15,-1.21,5.56,29.0,0.95,7.49
2025-4-22,222040,코스맥스엔비티,752,3700,3180.0,99.0,99.0,3492.0,201.0,,7.63,1.89,20.55,9.81,103.03,-272.22,,
2025-4-22,246960,SCL사이언스,680,8050,47.0,-37.0,-37.0,268.0,7.0,,670.83,2.6,0.48,470.21,-118.92,-102.7,,
2025-4-22,288620,에스퓨얼셀,561,8260,337.0,-41.0,-41.0,398.0,14.0,,-96.05,0.86,-0.89,18.1,-134.15,-41.67,0.61,-29.41
